@relation PL
@ATTRIBUTE HomeValue NUMERIC
@ATTRIBUTE AwayValue NUMERIC
@ATTRIBUTE HomePtsSeas NUMERIC
@ATTRIBUTE AwayPtsSeas NUMERIC
@ATTRIBUTE HomePtsLast NUMERIC
@ATTRIBUTE AwayPtsLast NUMERIC
@ATTRIBUTE HomePtsHome NUMERIC
@ATTRIBUTE AwayPtsAway NUMERIC
@ATTRIBUTE HomeGoalsSeas NUMERIC
@ATTRIBUTE AwayGoalsSeas NUMERIC
@ATTRIBUTE HomeGoalsLast NUMERIC
@ATTRIBUTE AwayGoalsLast NUMERIC
@ATTRIBUTE HomeGoalsHome NUMERIC
@ATTRIBUTE AwayGoalsAway NUMERIC
@ATTRIBUTE HomeGoalsConcSeas NUMERIC
@ATTRIBUTE AwayGoalsConcSeas NUMERIC
@ATTRIBUTE HomeGoalsConcLast NUMERIC
@ATTRIBUTE AwayGoalsConcLast NUMERIC
@ATTRIBUTE HomeGoalsConcHome NUMERIC
@ATTRIBUTE AwayGoalsConcAway NUMERIC
@ATTRIBUTE HomeTotalShots NUMERIC
@ATTRIBUTE AwayTotalShots NUMERIC
@ATTRIBUTE HomeShotsTarget NUMERIC
@ATTRIBUTE AwayShotsTarget NUMERIC
@ATTRIBUTE HomeTotalShotsAgst NUMERIC
@ATTRIBUTE AwayTotalShotsAgst NUMERIC
@ATTRIBUTE HomeShotsTargetAgst NUMERIC
@ATTRIBUTE AwayShotsTargetAgst NUMERIC
@ATTRIBUTE HomePossession NUMERIC
@ATTRIBUTE AwayPossession NUMERIC
@ATTRIBUTE HomeExpectedWin NUMERIC
@ATTRIBUTE AwayExpectedWin NUMERIC
@ATTRIBUTE HomeTrend NUMERIC
@ATTRIBUTE AwayTrend NUMERIC
@ATTRIBUTE HomeWeightedPoints NUMERIC
@ATTRIBUTE AwayWeightedPoints NUMERIC
@ATTRIBUTE ChanceCreationHome NUMERIC
@ATTRIBUTE ChanceCreationAway NUMERIC
@ATTRIBUTE ShotsAccuracyHome NUMERIC
@ATTRIBUTE ShotsAccuracyAway NUMERIC
@ATTRIBUTE ScoringRateHome NUMERIC
@ATTRIBUTE ScoringRateAway NUMERIC
@ATTRIBUTE KeeperStrengthHome NUMERIC
@ATTRIBUTE KeeperStrengthAway NUMERIC
@ATTRIBUTE Round NUMERIC
@ATTRIBUTE Winner {H, D, A}
@ATTRIBUTE Over2.5 {True, False}
@data
0.16,0.15,0.15,0.11,0.2,0.13,0.17,0.1,0.14,0.11,0.13,0.13,0.17,0.1,0.17,0.16,0.23,0.1,0.15,0.13,0.11,0.11,0.04,0.04,0.14,0.14,0.05,0.05,0.46,0.46,0.26,0.36,0.01,-0.01,0.456,0.185,0.041,0.041,0.029,0.031,0.027,0.033,0.085,0.089,0.12,A,False
0.56,0.16,0.21,0.12,0.17,0.1,0.18,0.08,0.21,0.12,0.2,0.07,0.2,0.07,0.1,0.13,0.1,0.13,0.13,0.17,0.15,0.12,0.05,0.04,0.11,0.15,0.04,0.05,0.59,0.51,0.54,0.43,0,0.01,0.596,0.292,0.04,0.044,0.028,0.028,0.025,0.036,0.114,0.109,0.12,H,True
0.86,0.29,0.16,0.09,0.17,0.03,0.15,0.05,0.14,0.11,0.13,0.1,0.15,0.12,0.12,0.19,0.07,0.2,0.08,0.23,0.16,0.13,0.06,0.04,0.09,0.13,0.03,0.05,0.56,0.47,0.37,0.37,0,-0.01,0.386,0.134,0.036,0.036,0.028,0.036,0.039,0.034,0.081,0.069,0.12,D,False
0.27,0.44,0.12,0.16,0.03,0.13,0.15,0.12,0.1,0.13,0.03,0.1,0.1,0.12,0.1,0.12,0.13,0.2,0.08,0.17,0.14,0.13,0.05,0.05,0.11,0.12,0.03,0.04,0.54,0.52,0.37,0.27,0,0,0.335,0.361,0.038,0.04,0.031,0.026,0.047,0.038,0.114,0.1,0.12,H,False
0.08,1.01,0.12,0.22,0.13,0.23,0.19,0.25,0.09,0.22,0.1,0.23,0.14,0.25,0.16,0.09,0.2,0.07,0.09,0.1,0.1,0.17,0.03,0.06,0.18,0.08,0.06,0.03,0.4,0.65,0.33,0.54,-0.01,0.01,0.506,0.566,0.039,0.039,0.032,0.029,0.034,0.025,0.111,0.085,0.12,A,True
0.07,0.1,0.08,0.13,0.1,0.2,0.1,0.13,0.08,0.13,0.07,0.2,0.08,0.1,0.22,0.12,0.17,0.17,0.18,0.1,0.1,0.1,0.03,0.03,0.17,0.14,0.06,0.04,0.46,0.37,0.26,0.26,-0.01,0.02,0.193,0.325,0.044,0.035,0.031,0.032,0.04,0.024,0.074,0.109,0.12,D,False
0.33,0.09,0.1,0.09,0.03,0.13,0.18,0.12,0.12,0.08,0.1,0.1,0.15,0.08,0.17,0.11,0.17,0.07,0.07,0.1,0.11,0.09,0.04,0.03,0.15,0.14,0.05,0.05,0.42,0.47,0.36,0.26,-0.02,-0.01,0.249,0.236,0.037,0.052,0.03,0.035,0.033,0.032,0.087,0.134,0.12,D,True
0.9,0.08,0.22,0.07,0.23,0.2,0.26,0.07,0.25,0.1,0.33,0.2,0.34,0.07,0.12,0.18,0.1,0.17,0.08,0.13,0.17,0.1,0.06,0.03,0.08,0.18,0.03,0.07,0.62,0.4,0.49,0.26,0,0.02,0.78,0.089,0.037,0.039,0.027,0.032,0.025,0.032,0.069,0.101,0.12,H,False
0.15,0.22,0.05,0.09,0.03,0,0.03,0.12,0.09,0.14,0.1,0.17,0.08,0.15,0.18,0.18,0.23,0.3,0.2,0.18,0.11,0.12,0.04,0.04,0.14,0.14,0.05,0.05,0.48,0.45,0.54,0.27,0,-0.05,0.143,0.129,0.045,0.039,0.027,0.032,0.042,0.026,0.074,0.078,0.12,H,True
0.87,0.83,0.23,0.2,0.3,0.17,0.25,0.17,0.22,0.15,0.27,0.17,0.3,0.15,0.08,0.07,0,0.13,0.05,0.07,0.15,0.18,0.05,0.07,0.08,0.09,0.03,0.03,0.55,0.61,0.54,0.54,0.06,0.01,0.658,0.664,0.036,0.034,0.028,0.026,0.024,0.045,0.113,0.137,0.12,H,True
1.01,0.87,0.23,0.24,0.23,0.3,0.2,0.22,0.22,0.22,0.17,0.27,0.2,0.15,0.09,0.08,0.1,0.03,0.08,0.1,0.17,0.15,0.06,0.05,0.08,0.08,0.03,0.03,0.65,0.55,0.54,0.54,0.02,0.07,0.541,0.799,0.039,0.036,0.029,0.028,0.025,0.024,0.085,0.11,0.13,A,True
0.22,0.27,0.08,0.13,0,0.13,0.07,0.08,0.16,0.1,0.23,0.07,0.13,0.1,0.2,0.09,0.33,0.07,0.17,0.12,0.12,0.14,0.04,0.05,0.14,0.11,0.05,0.03,0.45,0.54,0.27,0.37,-0.06,0.01,0.119,0.41,0.039,0.038,0.032,0.031,0.022,0.047,0.068,0.124,0.13,H,True
0.15,0.08,0.12,0.11,0.13,0.1,0.12,0.02,0.11,0.09,0.07,0.13,0.12,0.02,0.15,0.16,0.07,0.27,0.18,0.26,0.11,0.1,0.04,0.03,0.14,0.18,0.05,0.06,0.46,0.4,0.36,0.33,0.01,-0.02,0.209,0.467,0.041,0.039,0.031,0.032,0.033,0.034,0.097,0.108,0.13,H,False
0.08,0.33,0.06,0.1,0.2,0.03,0.07,0.02,0.09,0.12,0.17,0.13,0.13,0.08,0.18,0.17,0.1,0.2,0.22,0.27,0.1,0.11,0.03,0.04,0.18,0.15,0.07,0.05,0.4,0.42,0.26,0.36,-0.01,0,0.083,0.237,0.039,0.037,0.032,0.03,0.035,0.031,0.1,0.086,0.13,H,True
0.83,0.15,0.18,0.07,0.13,0.13,0.23,0.07,0.15,0.12,0.17,0.23,0.15,0.1,0.08,0.2,0.17,0.27,0.07,0.17,0.18,0.11,0.07,0.04,0.09,0.14,0.03,0.05,0.61,0.48,0.54,0.54,-0.01,0.01,0.613,0.182,0.034,0.045,0.026,0.027,0.046,0.031,0.119,0.068,0.13,H,True
0.1,0.16,0.13,0.14,0.23,0.1,0.13,0.13,0.13,0.13,0.23,0.1,0.17,0.12,0.12,0.16,0.07,0.27,0.15,0.18,0.1,0.11,0.03,0.04,0.14,0.14,0.04,0.05,0.37,0.46,0.26,0.26,0,-0.01,0.305,0.421,0.035,0.041,0.032,0.029,0.025,0.029,0.111,0.087,0.13,H,True
0.29,0.56,0.09,0.22,0.07,0.17,0.13,0.23,0.11,0.22,0.13,0.17,0.1,0.22,0.18,0.1,0.17,0.1,0.15,0.07,0.13,0.15,0.04,0.05,0.13,0.11,0.05,0.04,0.47,0.59,0.37,0.54,0,0.01,0.19,0.588,0.036,0.04,0.036,0.028,0.034,0.024,0.071,0.114,0.13,A,True
0.16,0.9,0.12,0.23,0.1,0.23,0.17,0.2,0.12,0.25,0.1,0.27,0.17,0.19,0.15,0.11,0.17,0.03,0.1,0.14,0.12,0.17,0.04,0.06,0.15,0.08,0.05,0.03,0.51,0.62,0.43,0.49,-0.01,0.01,0.269,0.738,0.044,0.037,0.028,0.027,0.037,0.025,0.1,0.075,0.13,H,True
0.44,0.86,0.15,0.15,0.03,0.17,0.2,0.17,0.12,0.14,0.03,0.17,0.15,0.13,0.12,0.12,0.23,0.1,0.07,0.15,0.13,0.16,0.05,0.06,0.12,0.09,0.04,0.03,0.52,0.56,0.27,0.37,-0.01,0,0.333,0.378,0.04,0.036,0.026,0.028,0.041,0.04,0.102,0.082,0.13,D,False
0.09,0.07,0.09,0.08,0.07,0.13,0.07,0.07,0.09,0.08,0.1,0.1,0.08,0.08,0.12,0.22,0.13,0.17,0.12,0.27,0.09,0.1,0.03,0.03,0.14,0.17,0.05,0.06,0.47,0.46,0.26,0.26,0,0,0.243,0.187,0.052,0.044,0.035,0.031,0.029,0.039,0.126,0.077,0.13,H,False
0.56,0.15,0.22,0.14,0.23,0.2,0.2,0.13,0.24,0.11,0.3,0.1,0.21,0.1,0.1,0.14,0.1,0.03,0.13,0.11,0.15,0.11,0.05,0.04,0.11,0.14,0.04,0.05,0.59,0.46,0.54,0.36,0.02,0.02,0.607,0.211,0.04,0.041,0.028,0.031,0.022,0.032,0.114,0.104,0.14,H,True
0.08,0.16,0.1,0.13,0,0.2,0.16,0.07,0.09,0.14,0.03,0.2,0.14,0.07,0.16,0.16,0.27,0.2,0.1,0.19,0.1,0.12,0.03,0.04,0.18,0.15,0.06,0.05,0.4,0.51,0.33,0.43,-0.03,0.01,0.433,0.443,0.039,0.044,0.032,0.028,0.037,0.031,0.107,0.093,0.14,H,True
0.07,0.22,0.08,0.1,0.03,0.1,0.1,0.1,0.08,0.17,0.03,0.27,0.09,0.19,0.21,0.19,0.17,0.23,0.17,0.23,0.1,0.12,0.03,0.04,0.17,0.14,0.06,0.05,0.46,0.45,0.26,0.27,-0.01,0.01,0.173,0.168,0.044,0.039,0.031,0.032,0.042,0.021,0.08,0.073,0.14,D,True
0.15,0.08,0.06,0.08,0.13,0.2,0.07,0.06,0.11,0.1,0.2,0.17,0.14,0.06,0.22,0.17,0.33,0.1,0.23,0.14,0.11,0.1,0.04,0.03,0.14,0.18,0.05,0.07,0.48,0.4,0.54,0.26,-0.01,0.01,0.169,0.148,0.045,0.039,0.027,0.032,0.034,0.032,0.062,0.104,0.14,H,True
0.33,1.01,0.09,0.21,0.03,0.2,0.17,0.26,0.12,0.21,0.13,0.17,0.16,0.24,0.17,0.11,0.2,0.17,0.09,0.1,0.11,0.17,0.04,0.06,0.15,0.08,0.05,0.03,0.42,0.65,0.36,0.54,-0.01,-0.01,0.22,0.503,0.037,0.039,0.03,0.029,0.032,0.026,0.085,0.073,0.14,H,True
0.87,0.1,0.24,0.14,0.3,0.23,0.26,0.13,0.23,0.14,0.2,0.27,0.29,0.1,0.08,0.12,0.07,0.07,0.06,0.1,0.15,0.1,0.05,0.03,0.08,0.14,0.03,0.04,0.55,0.37,0.54,0.26,0.08,0.01,0.958,0.319,0.036,0.035,0.028,0.032,0.023,0.023,0.107,0.112,0.14,H,False
0.86,0.83,0.15,0.19,0.1,0.2,0.14,0.14,0.14,0.17,0.1,0.3,0.14,0.14,0.11,0.07,0.1,0.13,0.09,0.09,0.16,0.18,0.06,0.07,0.09,0.09,0.03,0.03,0.56,0.61,0.37,0.54,0,0.01,0.382,0.601,0.036,0.034,0.028,0.026,0.041,0.04,0.083,0.129,0.14,H,False
0.27,0.09,0.12,0.11,0.13,0.13,0.17,0.11,0.09,0.09,0.03,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.07,0.11,0.14,0.09,0.05,0.03,0.11,0.14,0.03,0.05,0.54,0.47,0.37,0.26,-0.01,0.01,0.381,0.241,0.038,0.052,0.031,0.035,0.051,0.028,0.107,0.135,0.14,H,False
0.9,0.29,0.21,0.09,0.13,0.03,0.27,0.06,0.25,0.11,0.17,0.13,0.32,0.11,0.13,0.21,0.13,0.3,0.07,0.21,0.17,0.13,0.06,0.04,0.08,0.13,0.03,0.05,0.62,0.47,0.49,0.37,-0.01,-0.01,0.685,0.176,0.037,0.036,0.027,0.036,0.025,0.034,0.063,0.064,0.14,D,True
0.16,0.44,0.13,0.14,0.1,0.07,0.14,0.1,0.13,0.12,0.1,0.07,0.14,0.1,0.17,0.11,0.17,0.1,0.14,0.16,0.11,0.13,0.04,0.05,0.14,0.12,0.05,0.04,0.46,0.52,0.26,0.27,-0.02,0,0.391,0.37,0.041,0.04,0.029,0.026,0.029,0.042,0.083,0.102,0.14,H,True
0.16,0.33,0.12,0.11,0.1,0.13,0.19,0.01,0.14,0.14,0.23,0.23,0.2,0.09,0.17,0.17,0.3,0.2,0.13,0.26,0.12,0.11,0.04,0.04,0.15,0.15,0.05,0.05,0.51,0.42,0.43,0.36,-0.01,0.01,0.413,0.407,0.044,0.037,0.028,0.03,0.03,0.027,0.087,0.084,0.15,H,False
0.44,0.56,0.13,0.23,0.03,0.3,0.19,0.24,0.13,0.24,0.1,0.37,0.14,0.26,0.13,0.1,0.17,0.1,0.07,0.07,0.13,0.15,0.05,0.05,0.12,0.11,0.04,0.04,0.52,0.59,0.27,0.54,-0.01,0.03,0.346,0.597,0.04,0.04,0.026,0.028,0.04,0.022,0.092,0.114,0.15,H,True
0.09,0.9,0.1,0.21,0.13,0.13,0.1,0.18,0.09,0.25,0.1,0.23,0.09,0.2,0.11,0.13,0.1,0.2,0.1,0.18,0.09,0.17,0.03,0.06,0.14,0.08,0.05,0.03,0.47,0.62,0.26,0.49,-0.01,0,0.225,0.658,0.052,0.037,0.035,0.027,0.03,0.025,0.135,0.061,0.15,A,True
0.08,0.87,0.07,0.25,0.1,0.3,0.1,0.23,0.09,0.22,0.07,0.2,0.14,0.17,0.18,0.07,0.2,0.07,0.2,0.1,0.1,0.15,0.03,0.05,0.18,0.08,0.07,0.03,0.4,0.55,0.26,0.54,-0.01,0.09,0.138,0.915,0.039,0.036,0.032,0.028,0.034,0.024,0.099,0.116,0.15,A,False
0.29,0.08,0.09,0.11,0.07,0.1,0.11,0.02,0.11,0.1,0.13,0.13,0.1,0.02,0.21,0.17,0.27,0.2,0.2,0.25,0.13,0.1,0.04,0.03,0.13,0.18,0.05,0.06,0.47,0.4,0.37,0.33,0,0.01,0.224,0.437,0.036,0.039,0.036,0.032,0.032,0.032,0.064,0.105,0.15,H,False
0.22,0.86,0.1,0.16,0.13,0.17,0.1,0.16,0.18,0.13,0.33,0.1,0.16,0.13,0.19,0.11,0.27,0.07,0.14,0.14,0.12,0.16,0.04,0.06,0.14,0.09,0.05,0.03,0.45,0.56,0.27,0.37,0,0.01,0.161,0.524,0.039,0.036,0.032,0.028,0.02,0.042,0.071,0.088,0.15,A,True
1.01,0.16,0.2,0.14,0.1,0.1,0.17,0.11,0.21,0.14,0.17,0.13,0.19,0.11,0.13,0.17,0.27,0.2,0.11,0.2,0.17,0.11,0.06,0.04,0.08,0.14,0.03,0.05,0.65,0.46,0.54,0.26,-0.02,0.01,0.469,0.452,0.039,0.041,0.029,0.029,0.027,0.027,0.062,0.082,0.15,H,False
0.15,0.27,0.13,0.13,0.2,0.2,0.14,0.07,0.11,0.09,0.13,0.07,0.13,0.09,0.15,0.1,0.1,0.1,0.16,0.14,0.11,0.14,0.04,0.05,0.14,0.11,0.05,0.03,0.46,0.54,0.36,0.37,-0.01,0.01,0.197,0.373,0.041,0.038,0.031,0.031,0.032,0.051,0.096,0.114,0.15,D,False
0.83,0.07,0.18,0.08,0.1,0.07,0.24,0.06,0.16,0.09,0.2,0.13,0.2,0.07,0.07,0.21,0.1,0.17,0.06,0.24,0.18,0.1,0.07,0.03,0.09,0.17,0.03,0.06,0.61,0.46,0.54,0.26,-0.01,0,0.561,0.176,0.034,0.044,0.026,0.031,0.042,0.036,0.126,0.078,0.15,H,True
0.1,0.15,0.13,0.08,0.13,0.2,0.16,0.06,0.13,0.13,0.13,0.27,0.19,0.09,0.12,0.21,0.1,0.3,0.14,0.21,0.1,0.11,0.03,0.04,0.14,0.14,0.04,0.05,0.37,0.48,0.26,0.54,-0.01,0.01,0.298,0.173,0.035,0.045,0.032,0.027,0.024,0.03,0.113,0.066,0.15,H,True
0.22,0.87,0.09,0.25,0.13,0.3,0.09,0.24,0.18,0.21,0.23,0.17,0.15,0.16,0.19,0.07,0.17,0.03,0.15,0.09,0.12,0.15,0.04,0.05,0.14,0.08,0.05,0.03,0.45,0.55,0.27,0.54,-0.01,0.1,0.151,0.872,0.039,0.036,0.032,0.028,0.021,0.025,0.07,0.123,0.16,A,False
0.09,0.15,0.09,0.08,0.1,0.1,0.09,0.05,0.08,0.12,0.03,0.13,0.08,0.09,0.12,0.21,0.13,0.27,0.12,0.22,0.09,0.11,0.03,0.04,0.14,0.14,0.05,0.05,0.47,0.48,0.26,0.54,-0.02,-0.01,0.211,0.162,0.052,0.045,0.035,0.027,0.032,0.031,0.121,0.064,0.16,H,True
0.15,0.33,0.12,0.1,0.13,0.1,0.14,0.01,0.11,0.13,0.1,0.17,0.11,0.08,0.14,0.17,0.1,0.17,0.14,0.24,0.11,0.11,0.04,0.04,0.14,0.15,0.05,0.05,0.46,0.42,0.36,0.36,0,-0.01,0.202,0.381,0.041,0.037,0.031,0.03,0.034,0.029,0.102,0.086,0.16,D,True
0.08,0.16,0.07,0.13,0.1,0.1,0.09,0.1,0.09,0.13,0.07,0.13,0.12,0.1,0.18,0.18,0.17,0.23,0.19,0.2,0.1,0.11,0.03,0.04,0.18,0.14,0.07,0.05,0.4,0.46,0.26,0.26,-0.02,-0.01,0.13,0.424,0.039,0.041,0.032,0.029,0.036,0.029,0.101,0.081,0.16,H,False
0.29,0.07,0.1,0.08,0.13,0.03,0.14,0.05,0.11,0.09,0.13,0.1,0.1,0.06,0.19,0.22,0.23,0.23,0.18,0.25,0.13,0.1,0.04,0.03,0.13,0.17,0.05,0.06,0.47,0.46,0.37,0.26,0.01,-0.01,0.226,0.165,0.036,0.044,0.036,0.031,0.032,0.038,0.068,0.076,0.16,H,False
0.1,0.86,0.14,0.17,0.2,0.23,0.18,0.18,0.14,0.14,0.2,0.13,0.2,0.14,0.12,0.11,0.1,0.07,0.14,0.14,0.1,0.16,0.03,0.06,0.14,0.09,0.04,0.03,0.37,0.56,0.26,0.37,0.01,0.02,0.307,0.531,0.035,0.036,0.032,0.028,0.023,0.04,0.114,0.089,0.16,A,False
0.16,0.27,0.13,0.13,0.2,0.13,0.2,0.08,0.14,0.09,0.23,0.03,0.19,0.08,0.16,0.09,0.2,0.1,0.11,0.12,0.12,0.14,0.04,0.05,0.15,0.11,0.05,0.03,0.51,0.54,0.43,0.37,0.01,0,0.45,0.359,0.044,0.038,0.028,0.031,0.031,0.054,0.093,0.122,0.16,A,True
1.01,0.56,0.21,0.21,0.1,0.2,0.19,0.21,0.21,0.23,0.17,0.3,0.19,0.24,0.12,0.11,0.23,0.13,0.1,0.09,0.17,0.15,0.06,0.05,0.08,0.11,0.03,0.04,0.65,0.59,0.54,0.54,0.01,-0.01,0.471,0.56,0.039,0.04,0.029,0.028,0.027,0.023,0.066,0.107,0.16,H,True
0.83,0.08,0.19,0.11,0.2,0.1,0.25,0.01,0.17,0.09,0.27,0.1,0.21,0.01,0.07,0.16,0.03,0.17,0.05,0.23,0.18,0.1,0.07,0.03,0.09,0.18,0.03,0.06,0.61,0.4,0.54,0.33,0.01,-0.01,0.539,0.41,0.034,0.039,0.026,0.032,0.04,0.034,0.133,0.108,0.16,H,True
0.44,0.9,0.14,0.21,0.13,0.13,0.2,0.19,0.13,0.25,0.17,0.27,0.15,0.21,0.12,0.12,0.17,0.2,0.08,0.16,0.13,0.17,0.05,0.06,0.12,0.08,0.04,0.03,0.52,0.62,0.27,0.49,0.01,0.01,0.429,0.634,0.04,0.037,0.026,0.027,0.038,0.025,0.093,0.065,0.16,A,False
0.16,0.22,0.12,0.09,0.1,0.03,0.16,0.1,0.12,0.16,0.1,0.13,0.16,0.2,0.17,0.19,0.17,0.2,0.15,0.24,0.11,0.12,0.04,0.04,0.14,0.14,0.05,0.05,0.46,0.45,0.26,0.27,-0.02,-0.02,0.399,0.142,0.041,0.039,0.029,0.032,0.031,0.022,0.083,0.072,0.17,D,False
0.56,0.1,0.2,0.14,0.1,0.1,0.21,0.11,0.22,0.14,0.17,0.1,0.22,0.09,0.11,0.12,0.17,0.13,0.12,0.1,0.15,0.1,0.05,0.03,0.11,0.14,0.04,0.04,0.59,0.37,0.54,0.26,-0.02,-0.01,0.527,0.289,0.04,0.035,0.028,0.032,0.023,0.024,0.102,0.11,0.17,H,False
0.08,0.09,0.1,0.11,0.1,0.1,0.18,0.1,0.09,0.09,0.13,0.1,0.16,0.09,0.16,0.11,0.17,0.13,0.11,0.11,0.1,0.09,0.03,0.03,0.18,0.14,0.06,0.05,0.4,0.47,0.33,0.26,-0.02,0.01,0.386,0.224,0.039,0.052,0.032,0.035,0.034,0.028,0.106,0.129,0.17,H,False
0.87,0.16,0.25,0.12,0.3,0.1,0.26,0.06,0.21,0.14,0.1,0.13,0.26,0.09,0.06,0.16,0,0.2,0.05,0.2,0.15,0.12,0.05,0.04,0.08,0.15,0.03,0.05,0.55,0.51,0.54,0.43,0.11,-0.01,0.859,0.423,0.036,0.044,0.028,0.028,0.026,0.031,0.13,0.088,0.17,H,True
0.33,0.44,0.1,0.14,0.13,0.1,0.19,0.09,0.14,0.12,0.2,0.13,0.19,0.11,0.17,0.12,0.17,0.17,0.1,0.18,0.11,0.13,0.04,0.05,0.15,0.12,0.05,0.04,0.42,0.52,0.36,0.27,0,-0.01,0.368,0.404,0.037,0.04,0.03,0.026,0.028,0.041,0.085,0.094,0.17,A,False
0.86,0.08,0.18,0.08,0.3,0.1,0.16,0.05,0.14,0.09,0.17,0.03,0.14,0.05,0.1,0.16,0.03,0.13,0.08,0.16,0.16,0.1,0.06,0.03,0.09,0.18,0.03,0.07,0.56,0.4,0.37,0.26,0.03,0.01,0.519,0.151,0.036,0.039,0.028,0.032,0.039,0.036,0.094,0.108,0.17,H,True
0.15,0.29,0.07,0.11,0.1,0.23,0.1,0.06,0.12,0.11,0.13,0.13,0.16,0.12,0.22,0.18,0.2,0.07,0.2,0.21,0.11,0.13,0.04,0.04,0.14,0.13,0.05,0.05,0.48,0.47,0.54,0.37,-0.02,0.02,0.153,0.225,0.045,0.036,0.027,0.036,0.033,0.032,0.063,0.072,0.17,A,True
0.07,1.01,0.07,0.21,0.03,0.2,0.1,0.22,0.08,0.21,0.1,0.2,0.11,0.24,0.21,0.12,0.23,0.17,0.19,0.14,0.1,0.17,0.03,0.06,0.17,0.08,0.06,0.03,0.46,0.65,0.26,0.54,-0.02,0.02,0.155,0.542,0.044,0.039,0.031,0.029,0.04,0.027,0.078,0.066,0.17,A,True
0.9,0.15,0.22,0.12,0.23,0.07,0.24,0.11,0.24,0.11,0.2,0.1,0.3,0.1,0.12,0.14,0.07,0.17,0.09,0.14,0.17,0.11,0.06,0.04,0.08,0.14,0.03,0.05,0.62,0.46,0.49,0.36,0.02,0,0.673,0.209,0.037,0.041,0.027,0.031,0.026,0.032,0.068,0.1,0.17,H,True
0.27,0.83,0.14,0.19,0.23,0.2,0.19,0.12,0.1,0.17,0.13,0.17,0.1,0.12,0.09,0.07,0.03,0.07,0.06,0.09,0.14,0.18,0.05,0.07,0.11,0.09,0.03,0.03,0.54,0.61,0.37,0.54,0.01,0.02,0.367,0.522,0.038,0.034,0.031,0.026,0.047,0.04,0.122,0.129,0.17,A,True
0.08,0.08,0.11,0.08,0.1,0.1,0.19,0.04,0.09,0.09,0.07,0.07,0.15,0.06,0.16,0.17,0.1,0.13,0.1,0.18,0.1,0.1,0.03,0.03,0.18,0.18,0.06,0.07,0.4,0.4,0.33,0.26,0.01,-0.01,0.379,0.143,0.039,0.039,0.032,0.032,0.034,0.036,0.112,0.103,0.18,H,True
0.87,0.15,0.26,0.12,0.3,0.07,0.27,0.1,0.21,0.11,0.17,0.1,0.27,0.1,0.06,0.16,0,0.2,0.04,0.17,0.15,0.11,0.05,0.04,0.08,0.14,0.03,0.05,0.55,0.46,0.54,0.36,0.12,-0.01,0.838,0.198,0.036,0.041,0.028,0.031,0.025,0.033,0.139,0.09,0.18,H,True
0.33,0.29,0.09,0.12,0.03,0.3,0.17,0.09,0.13,0.13,0.07,0.2,0.17,0.16,0.17,0.18,0.17,0.03,0.11,0.2,0.11,0.13,0.04,0.04,0.15,0.13,0.05,0.05,0.42,0.47,0.36,0.37,-0.01,0.03,0.347,0.237,0.037,0.036,0.03,0.036,0.03,0.028,0.085,0.074,0.18,H,False
0.86,0.09,0.18,0.1,0.3,0.1,0.18,0.09,0.15,0.09,0.23,0.1,0.16,0.08,0.1,0.11,0.07,0.13,0.08,0.11,0.16,0.09,0.06,0.03,0.09,0.14,0.03,0.05,0.56,0.47,0.37,0.26,0.04,-0.01,0.503,0.212,0.036,0.052,0.028,0.035,0.037,0.03,0.094,0.13,0.18,H,True
0.27,0.1,0.13,0.13,0.13,0.1,0.17,0.1,0.1,0.13,0.13,0.1,0.1,0.08,0.11,0.12,0.17,0.13,0.1,0.1,0.14,0.1,0.05,0.03,0.11,0.14,0.03,0.04,0.54,0.37,0.37,0.26,-0.01,-0.02,0.347,0.273,0.038,0.035,0.031,0.032,0.047,0.025,0.103,0.112,0.18,A,True
0.15,0.16,0.07,0.12,0,0.1,0.09,0.06,0.12,0.13,0.07,0.07,0.16,0.08,0.23,0.17,0.33,0.2,0.22,0.21,0.11,0.12,0.04,0.04,0.14,0.15,0.05,0.05,0.48,0.51,0.54,0.43,-0.03,-0.02,0.144,0.4,0.045,0.044,0.027,0.028,0.033,0.033,0.06,0.084,0.18,A,True
0.9,1.01,0.22,0.22,0.3,0.3,0.25,0.23,0.25,0.22,0.27,0.23,0.31,0.24,0.12,0.11,0.03,0.03,0.09,0.12,0.17,0.17,0.06,0.06,0.08,0.08,0.03,0.03,0.62,0.65,0.49,0.54,0.03,0.03,0.661,0.523,0.037,0.039,0.027,0.029,0.025,0.026,0.069,0.071,0.18,H,False
0.07,0.44,0.07,0.14,0,0.2,0.09,0.11,0.08,0.13,0,0.13,0.1,0.12,0.22,0.12,0.23,0.07,0.2,0.16,0.1,0.13,0.03,0.05,0.17,0.12,0.06,0.04,0.46,0.52,0.26,0.27,-0.03,0.01,0.147,0.437,0.044,0.04,0.031,0.026,0.043,0.039,0.076,0.1,0.18,D,True
0.16,0.83,0.12,0.2,0.03,0.3,0.16,0.14,0.12,0.18,0.03,0.3,0.16,0.16,0.17,0.07,0.13,0.07,0.14,0.09,0.11,0.18,0.04,0.07,0.14,0.09,0.05,0.03,0.46,0.61,0.26,0.54,0,0.03,0.389,0.537,0.041,0.034,0.029,0.026,0.031,0.037,0.085,0.128,0.18,A,True
